index,frequency_hz,wavelength_m,classification,cortical_regions,activities,frequency_11_decimal,wavelength_11_decimal
1037,1.49912826721,199977856.836719,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.49912826721,199977856.836719
1038,1.50071799877,199766017.496766,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.50071799877,199766017.496766
1039,1.50230941613,199554402.562606,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.50230941613,199554402.562606
1040,1.5039025211,199343011.793559,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.5039025211,199343011.793559
1041,1.50549731545,199131844.954762,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.50549731545,199131844.954762
1042,1.50709380098,198920901.807875,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.50709380098,198920901.807875
1043,1.50869197948,198710182.116385,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.50869197948,198710182.116385
1044,1.51029185275,198499685.642961,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.51029185275,198499685.642961
1045,1.51189342259,198289412.150779,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.51189342259,198289412.150779
1046,1.51349669079,198079361.404826,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.51349669079,198079361.404826
1047,1.51510165916,197869533.167966,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.51510165916,197869533.167966
1048,1.51670832949,197659927.20618,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.51670832949,197659927.20618
1049,1.5183167036,197450543.282029,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.5183167036,197450543.282029
1050,1.51992678329,197241381.161187,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.51992678329,197241381.161187
1051,1.52153857037,197032440.60852,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.52153857037,197032440.60852
1052,1.52315206664,196823721.390687,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.52315206664,196823721.390687
1053,1.52476727393,196615223.27096,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.52476727393,196615223.27096
1054,1.52638419405,196406946.015703,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.52638419405,196406946.015703
1055,1.5280028288,196198889.393051,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.5280028288,196198889.393051
1056,1.52962318002,195991053.166493,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.52962318002,195991053.166493
1057,1.53124524952,195783437.103871,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.53124524952,195783437.103871
1058,1.53286903912,195576040.972233,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.53286903912,195576040.972233
1059,1.53449455065,195368864.537844,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.53449455065,195368864.537844
1060,1.53612178593,195161907.568741,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.53612178593,195161907.568741
1061,1.53775074679,194955169.832176,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.53775074679,194955169.832176
1062,1.53938143506,194748651.095896,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.53938143506,194748651.095896
1063,1.54101385258,194542351.126877,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.54101385258,194542351.126877
1064,1.54264800117,194336269.695113,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.54264800117,194336269.695113
1065,1.54428388267,194130406.568559,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.54428388267,194130406.568559
1066,1.54592149893,193924761.51441,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.54592149893,193924761.51441
1067,1.54756085177,193719334.304119,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.54756085177,193719334.304119
1068,1.54920194304,193514124.705858,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.54920194304,193514124.705858
1069,1.55084477459,193309132.488296,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.55084477459,193309132.488296
1070,1.55248934826,193104357.421841,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.55248934826,193104357.421841
1071,1.5541356659,192899799.27614,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.5541356659,192899799.27614
1072,1.55578372935,192695457.822568,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.55578372935,192695457.822568
1073,1.55743354047,192491332.830503,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.55743354047,192491332.830503
1074,1.55908510111,192287424.071054,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.55908510111,192287424.071054
1075,1.56073841313,192083731.314576,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.56073841313,192083731.314576
1076,1.56239347838,191880254.333144,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.56239347838,191880254.333144
1077,1.56405029873,191676992.896859,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.56405029873,191676992.896859
1078,1.56570887603,191473946.77876,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.56570887603,191473946.77876
1079,1.56736921214,191271115.751138,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.56736921214,191271115.751138
1080,1.56903130894,191068499.584328,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.56903130894,191068499.584328
1081,1.57069516829,190866098.051591,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.57069516829,190866098.051591
1082,1.57236079206,190663910.925451,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.57236079206,190663910.925451
1083,1.57402818211,190461937.980123,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.57402818211,190461937.980123
1084,1.57569734033,190260178.986666,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.57569734033,190260178.986666
1085,1.57736826859,190058633.719051,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.57736826859,190058633.719051
1086,1.57904096876,189857301.951718,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.57904096876,189857301.951718
1087,1.58071544272,189656183.458381,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.58071544272,189656183.458381
1088,1.58239169236,189455278.012036,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.58239169236,189455278.012036
1089,1.58406971956,189254585.38736,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.58406971956,189254585.38736
1090,1.5857495262,189054105.359505,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.5857495262,189054105.359505
1091,1.58743111417,188853837.702903,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.58743111417,188853837.702903
1092,1.58911448536,188653782.192467,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.58911448536,188653782.192467
1093,1.59079964166,188453938.603586,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.59079964166,188453938.603586
1094,1.59248658496,188254306.712122,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.59248658496,188254306.712122
1095,1.59417531716,188054886.293231,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.59417531716,188054886.293231
1096,1.59586584015,187855677.123725,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.59586584015,187855677.123725
1097,1.59755815584,187656678.97853,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.59755815584,187656678.97853
1098,1.59925226612,187457891.635406,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.59925226612,187457891.635406
1099,1.6009481729,187259314.87023,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.6009481729,187259314.87023
1100,1.60264587808,187060948.460528,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.60264587808,187060948.460528
1101,1.60434538357,186862792.183127,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.60434538357,186862792.183127
1102,1.60604669128,186664845.815329,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.60604669128,186664845.815329
1103,1.60774980312,186467109.134906,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.60774980312,186467109.134906
1104,1.609454721,186269581.920099,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.609454721,186269581.920099
1105,1.61116144685,186072263.947308,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.61116144685,186072263.947308
1106,1.61286998257,185875154.996871,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.61286998257,185875154.996871
1107,1.61458033008,185678254.84728,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.61458033008,185678254.84728
1108,1.61629249131,185481563.276347,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.61629249131,185481563.276347
1109,1.61800646818,185285080.063505,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.61800646818,185285080.063505
1110,1.61972226261,185088804.988652,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.61972226261,185088804.988652
1111,1.62143987654,184892737.829866,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.62143987654,184892737.829866
1112,1.62315931189,184696878.367979,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.62315931189,184696878.367979
1113,1.62488057059,184501226.383145,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.62488057059,184501226.383145
1114,1.62660365458,184305781.654848,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.62660365458,184305781.654848
1115,1.62832856579,184110543.964174,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.62832856579,184110543.964174
1116,1.63005530616,183915513.091538,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.63005530616,183915513.091538
1117,1.63178387764,183720688.816696,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.63178387764,183720688.816696
1118,1.63351428215,183526070.923248,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.63351428215,183526070.923248
1119,1.63524652165,183331659.190752,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.63524652165,183331659.190752
1120,1.63698059808,183137453.401478,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.63698059808,183137453.401478
1121,1.63871651339,182943453.33704,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.63871651339,182943453.33704
1122,1.64045426953,182749658.779511,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.64045426953,182749658.779511
1123,1.64219386845,182556069.511429,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.64219386845,182556069.511429
1124,1.64393531211,182362685.314676,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.64393531211,182362685.314676
1125,1.64567860245,182169505.973818,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.64567860245,182169505.973818
1126,1.64742374145,181976531.269444,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.64742374145,181976531.269444
1127,1.64917073106,181783760.985928,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.64917073106,181783760.985928
1128,1.65091957324,181591194.906996,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.65091957324,181591194.906996
1129,1.65267026996,181398832.815729,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.65267026996,181398832.815729
1130,1.65442282319,181206674.495671,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.65442282319,181206674.495671
1131,1.65617723488,181014719.733013,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.65617723488,181014719.733013
1132,1.65793350702,180822968.310021,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.65793350702,180822968.310021
1133,1.65969164158,180631420.011613,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.65969164158,180631420.011613
1134,1.66145164053,180440074.623157,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.66145164053,180440074.623157
1135,1.66321350584,180248931.930474,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.66321350584,180248931.930474
1136,1.66497723951,180057991.716589,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.66497723951,180057991.716589
1137,1.6667428435,179867253.769312,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.6667428435,179867253.769312
1138,1.66851031981,179676717.872586,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.66851031981,179676717.872586
1139,1.67027967041,179486383.814042,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.67027967041,179486383.814042
1140,1.6720508973,179296251.378532,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.6720508973,179296251.378532
1141,1.67382400246,179106320.353513,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.67382400246,179106320.353513
1142,1.67559898789,178916590.52475,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.67559898789,178916590.52475
1143,1.67737585558,178727061.679529,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.67737585558,178727061.679529
1144,1.67915460753,178537733.604524,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.67915460753,178537733.604524
1145,1.68093524574,178348606.086859,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.68093524574,178348606.086859
1146,1.68271777219,178159678.916227,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.68271777219,178159678.916227
1147,1.68450218891,177970951.877473,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.68450218891,177970951.877473
1148,1.68628849789,177782424.760129,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.68628849789,177782424.760129
1149,1.68807670113,177594097.353111,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.68807670113,177594097.353111
1150,1.68986680066,177405969.442628,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.68986680066,177405969.442628
1151,1.69165879847,177218040.819546,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.69165879847,177218040.819546
1152,1.69345269659,177030311.270975,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.69345269659,177030311.270975
1153,1.69524849702,176842780.58762,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.69524849702,176842780.58762
1154,1.69704620178,176655448.558533,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.69704620178,176655448.558533
1155,1.6988458129,176468314.972176,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.6988458129,176468314.972176
1156,1.70064733239,176281379.61954,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.70064733239,176281379.61954
1157,1.70245076228,176094642.28998,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.70245076228,176094642.28998
1158,1.7042561046,175908102.7733,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7042561046,175908102.7733
1159,1.70606336136,175721760.861811,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.70606336136,175721760.861811
1160,1.70787253461,175535616.344143,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.70787253461,175535616.344143
1161,1.70968362638,175349669.011433,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.70968362638,175349669.011433
1162,1.71149663869,175163918.656285,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.71149663869,175163918.656285
1163,1.71331157359,174978365.068665,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.71331157359,174978365.068665
1164,1.71512843312,174793008.040014,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.71512843312,174793008.040014
1165,1.71694721931,174607847.363228,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.71694721931,174607847.363228
1166,1.71876793421,174422882.829609,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.71876793421,174422882.829609
1167,1.72059057986,174238114.231913,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.72059057986,174238114.231913
1168,1.72241515831,174053541.362322,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.72241515831,174053541.362322
1169,1.72424167162,173869164.012451,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.72424167162,173869164.012451
1170,1.72607012183,173684981.976373,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.72607012183,173684981.976373
1171,1.72790051099,173500995.047588,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.72790051099,173500995.047588
1172,1.72973284117,173317203.018021,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.72973284117,173317203.018021
1173,1.73156711442,173133605.682051,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.73156711442,173133605.682051
1174,1.7334033328,172950202.833486,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7334033328,172950202.833486
1175,1.73524149838,172766994.265572,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.73524149838,172766994.265572
1176,1.73708161321,172583979.773987,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.73708161321,172583979.773987
1177,1.73892367937,172401159.151857,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.73892367937,172401159.151857
1178,1.74076769893,172218532.193741,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.74076769893,172218532.193741
1179,1.74261367396,172036098.694633,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.74261367396,172036098.694633
1180,1.74446160652,171853858.450947,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.74446160652,171853858.450947
1181,1.7463114987,171671811.256568,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7463114987,171671811.256568
1182,1.74816335258,171489956.906805,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.74816335258,171489956.906805
1183,1.75001717023,171308295.198383,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.75001717023,171308295.198383
1184,1.75187295374,171126825.926495,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.75187295374,171126825.926495
1185,1.75373070519,170945548.887747,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.75373070519,170945548.887747
1186,1.75559042667,170764463.878198,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.75559042667,170764463.878198
1187,1.75745212027,170583570.694343,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.75745212027,170583570.694343
1188,1.75931578808,170402869.133104,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.75931578808,170402869.133104
1189,1.76118143219,170222358.991835,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.76118143219,170222358.991835
1190,1.7630490547,170042040.067349,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7630490547,170042040.067349
1191,1.7649186577,169861912.157857,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7649186577,169861912.157857
1192,1.7667902433,169681975.060067,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7667902433,169681975.060067
1193,1.76866381361,169502228.571125,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.76866381361,169502228.571125
1194,1.77053937071,169322672.49148,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.77053937071,169322672.49148
1195,1.77241691673,169143306.617214,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.77241691673,169143306.617214
1196,1.77429645376,168964130.748667,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.77429645376,168964130.748667
1197,1.77617798393,168785144.682784,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.77617798393,168785144.682784
1198,1.77806150934,168606348.219798,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.77806150934,168606348.219798
1199,1.77994703211,168427741.158464,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.77994703211,168427741.158464
1200,1.78183455437,168249323.29702,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.78183455437,168249323.29702
1201,1.78372407822,168071094.436964,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.78372407822,168071094.436964
1202,1.78561560579,167893054.377381,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.78561560579,167893054.377381
1203,1.78750913921,167715202.917785,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.78750913921,167715202.917785
1204,1.7894046806,167537539.859054,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.7894046806,167537539.859054
1205,1.79130223209,167360065.001548,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.79130223209,167360065.001548
1206,1.79320179582,167182778.145117,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.79320179582,167182778.145117
1207,1.79510337392,167005679.090969,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.79510337392,167005679.090969
1208,1.79700696852,166828767.640732,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.79700696852,166828767.640732
1209,1.79891258177,166652043.594595,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.79891258177,166652043.594595
1210,1.80082021579,166475506.75595,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.80082021579,166475506.75595
1211,1.80272987275,166299156.923981,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.80272987275,166299156.923981
1212,1.80464155477,166122993.902913,Delta,"Frontal Lobe, Occipital Lobe","Deep sleep, Unconsciousness, Healing, Regeneration",1.80464155477,166122993.902913
